instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5,p_machine6,p_machine7,p_machine8,p_machine9,p_machine10
3,2864,2801,0.6,0.6,28,1144,14,2,7,89,53,5,88,72,33,33
3,2864,2801,0.6,0.6,29,1276,46,65,88,87,60,7,29,88,97,53
3,2864,2801,0.6,0.6,30,358,98,35,65,21,60,5,95,60,32,22
3,2864,2801,0.6,0.6,31,1301,50,7,74,54,9,76,67,29,28,49
3,2864,2801,0.6,0.6,32,567,88,54,16,16,7,63,41,99,54,44
3,2864,2801,0.6,0.6,33,389,28,43,87,72,51,35,98,2,63,76
3,2864,2801,0.6,0.6,34,1875,66,87,57,31,85,94,31,17,16,88
3,2864,2801,0.6,0.6,35,1903,43,56,89,24,66,65,25,79,12,45
3,2864,2801,0.6,0.6,36,1639,23,4,85,94,6,25,70,6,2,52
3,2864,2801,0.6,0.6,37,792,93,29,46,18,3,6,62,29,50,31
3,2864,2801,0.6,0.6,38,444,52,35,54,83,93,87,45,89,48,66
3,2864,2801,0.6,0.6,39,1430,1,37,23,36,88,60,59,4,34,17
3,2864,2801,0.6,0.6,40,1020,77,53,23,73,40,33,68,70,75,68
3,2864,2801,0.6,0.6,41,485,54,10,96,67,85,67,22,10,45,99
3,2864,2801,0.6,0.6,42,1112,45,90,79,74,92,81,81,79,2,78
3,2864,2801,0.6,0.6,43,338,56,95,70,75,15,93,44,64,39,87
3,2864,2801,0.6,0.6,44,1808,54,85,33,93,51,98,80,92,4,45
3,2864,2801,0.6,0.6,45,715,57,2,50,16,55,9,88,42,46,78
3,2864,2801,0.6,0.6,46,1394,23,36,18,74,19,94,25,79,11,51
3,2864,2801,0.6,0.6,47,804,18,85,65,70,58,49,93,56,66,87
3,2864,2801,0.6,0.6,48,1154,88,5,87,16,84,27,61,94,59,4
3,2864,2801,0.6,0.6,49,1199,38,3,18,81,4,62,1,26,28,45
3,2864,2801,0.6,0.6,50,591,72,45,15,93,23,90,97,93,74,9
3,2864,2801,0.6,1.0,1,945,66,55,65,57,58,38,5,26,66,93
3,2864,2801,0.6,1.0,2,2397,46,63,35,72,66,23,13,40,41,95
3,2864,2801,0.6,1.0,3,1846,25,71,49,48,5,13,36,84,74,48
3,2864,2801,0.6,1.0,4,1510,30,21,2,6,69,1,54,84,62,71
3,2864,2801,0.6,1.0,5,394,17,74,95,10,38,10,76,74,70,30
3,2864,2801,0.6,1.0,6,394,40,65,14,98,93,76,40,39,30,22
3,2864,2801,0.6,1.0,7,147,17,52,67,55,59,49,67,65,66,3
3,2864,2801,0.6,1.0,8,2184,20,91,8,71,56,2,31,15,11,22
3,2864,2801,0.6,1.0,9,1516,73,12,62,19,26,81,35,71,51,82
3,2864,2801,0.6,1.0,10,1785,5,22,25,28,96,43,48,92,43,35
3,2864,2801,0.6,1.0,11,53,60,12,2,31,60,51,85,44,32,56
3,2864,2801,0.6,1.0,12,2445,3,26,40,79,18,71,41,27,23,14
3,2864,2801,0.6,1.0,13,2099,91,97,68,69,74,29,82,93,20,88
3,2864,2801,0.6,1.0,14,536,34,30,75,11,93,44,95,2,1,41
3,2864,2801,0.6,1.0,15,459,81,30,72,4,12,26,15,55,54,4
3,2864,2801,0.6,1.0,16,463,58,12,5,12,56,27,24,44,55,52
3,2864,2801,0.6,1.0,17,768,48,94,5,71,36,27,77,55,65,17
3,2864,2801,0.6,1.0,18,1323,71,46,10,62,71,56,6,23,22,95
3,2864,2801,0.6,1.0,19,1089,57,20,33,2,38,21,79,25,99,15
3,2864,2801,0.6,1.0,20,735,5,73,56,95,96,76,36,1,97,85
3,2864,2801,0.6,1.0,21,1543,8,58,89,35,84,88,18,51,21,12
3,2864,2801,0.6,1.0,22,353,19,10,54,82,84,9,21,12,63,11
3,2864,2801,0.6,1.0,23,737,78,77,31,57,65,33,34,47,45,24
3,2864,2801,0.6,1.0,24,924,2,27,1,7,17,6,42,98,70,71
3,2864,2801,0.6,1.0,25,1150,1,33,61,24,78,40,74,41,41,46
3,2864,2801,0.6,1.0,26,1980,78,53,25,62,45,64,46,18,6,59
3,2864,2801,0.6,1.0,27,504,8,23,11,70,83,5,1,44,70,16
3,2864,2801,0.6,1.0,28,1297,14,2,7,89,53,5,88,72,33,33
3,2864,2801,0.6,1.0,29,1494,46,65,88,87,60,7,29,88,97,53
3,2864,2801,0.6,1.0,30,118,98,35,65,21,60,5,95,60,32,22
3,2864,2801,0.6,1.0,31,1532,50,7,74,54,9,76,67,29,28,49
3,2864,2801,0.6,1.0,32,431,88,54,16,16,7,63,41,99,54,44
3,2864,2801,0.6,1.0,33,165,28,43,87,72,51,35,98,2,63,76
3,2864,2801,0.6,1.0,34,2392,66,87,57,31,85,94,31,17,16,88
3,2864,2801,0.6,1.0,35,2434,43,56,89,24,66,65,25,79,12,45
3,2864,2801,0.6,1.0,36,2038,23,4,85,94,6,25,70,6,2,52
3,2864,2801,0.6,1.0,37,769,93,29,46,18,3,6,62,29,50,31
3,2864,2801,0.6,1.0,38,247,52,35,54,83,93,87,45,89,48,66
3,2864,2801,0.6,1.0,39,1725,1,37,23,36,88,60,59,4,34,17
3,2864,2801,0.6,1.0,40,1110,77,53,23,73,40,33,68,70,75,68
3,2864,2801,0.6,1.0,41,309,54,10,96,67,85,67,22,10,45,99
3,2864,2801,0.6,1.0,42,1249,45,90,79,74,92,81,81,79,2,78
3,2864,2801,0.6,1.0,43,88,56,95,70,75,15,93,44,64,39,87
3,2864,2801,0.6,1.0,44,2292,54,85,33,93,51,98,80,92,4,45
3,2864,2801,0.6,1.0,45,653,57,2,50,16,55,9,88,42,46,78
3,2864,2801,0.6,1.0,46,1670,23,36,18,74,19,94,25,79,11,51
3,2864,2801,0.6,1.0,47,786,18,85,65,70,58,49,93,56,66,87
3,2864,2801,0.6,1.0,48,1312,88,5,87,16,84,27,61,94,59,4
3,2864,2801,0.6,1.0,49,1379,38,3,18,81,4,62,1,26,28,45
3,2864,2801,0.6,1.0,50,467,72,45,15,93,23,90,97,93,74,9
3,2864,2801,0.8,0.2,1,490,66,55,65,57,58,38,5,26,66,93
3,2864,2801,0.8,0.2,2,813,46,63,35,72,66,23,13,40,41,95
3,2864,2801,0.8,0.2,3,690,25,71,49,48,5,13,36,84,74,48
3,2864,2801,0.8,0.2,4,615,30,21,2,6,69,1,54,84,62,71
3,2864,2801,0.8,0.2,5,368,17,74,95,10,38,10,76,74,70,30
3,2864,2801,0.8,0.2,6,367,40,65,14,98,93,76,40,39,30,22
3,2864,2801,0.8,0.2,7,313,17,52,67,55,59,49,67,65,66,3
3,2864,2801,0.8,0.2,8,765,20,91,8,71,56,2,31,15,11,22
3,2864,2801,0.8,0.2,9,617,73,12,62,19,26,81,35,71,51,82
3,2864,2801,0.8,0.2,10,677,5,22,25,28,96,43,48,92,43,35
3,2864,2801,0.8,0.2,11,292,60,12,2,31,60,51,85,44,32,56
3,2864,2801,0.8,0.2,12,823,3,26,40,79,18,71,41,27,23,14
3,2864,2801,0.8,0.2,13,746,91,97,68,69,74,29,82,93,20,88
3,2864,2801,0.8,0.2,14,399,34,30,75,11,93,44,95,2,1,41
3,2864,2801,0.8,0.2,15,382,81,30,72,4,12,26,15,55,54,4
3,2864,2801,0.8,0.2,16,383,58,12,5,12,56,27,24,44,55,52
3,2864,2801,0.8,0.2,17,451,48,94,5,71,36,27,77,55,65,17
3,2864,2801,0.8,0.2,18,574,71,46,10,62,71,56,6,23,22,95
3,2864,2801,0.8,0.2,19,522,57,20,33,2,38,21,79,25,99,15
3,2864,2801,0.8,0.2,20,443,5,73,56,95,96,76,36,1,97,85
3,2864,2801,0.8,0.2,21,623,8,58,89,35,84,88,18,51,21,12
3,2864,2801,0.8,0.2,22,358,19,10,54,82,84,9,21,12,63,11
3,2864,2801,0.8,0.2,23,444,78,77,31,57,65,33,34,47,45,24
3,2864,2801,0.8,0.2,24,485,2,27,1,7,17,6,42,98,70,71
3,2864,2801,0.8,0.2,25,536,1,33,61,24,78,40,74,41,41,46
3,2864,2801,0.8,0.2,26,720,78,53,25,62,45,64,46,18,6,59
3,2864,2801,0.8,0.2,27,392,8,23,11,70,83,5,1,44,70,16
3,2864,2801,0.8,0.2,28,568,14,2,7,89,53,5,88,72,33,33
3,2864,2801,0.8,0.2,29,612,46,65,88,87,60,7,29,88,97,53
3,2864,2801,0.8,0.2,30,306,98,35,65,21,60,5,95,60,32,22
3,2864,2801,0.8,0.2,31,620,50,7,74,54,9,76,67,29,28,49
3,2864,2801,0.8,0.2,32,376,88,54,16,16,7,63,41,99,54,44
3,2864,2801,0.8,0.2,33,317,28,43,87,72,51,35,98,2,63,76
3,2864,2801,0.8,0.2,34,812,66,87,57,31,85,94,31,17,16,88
3,2864,2801,0.8,0.2,35,821,43,56,89,24,66,65,25,79,12,45
3,2864,2801,0.8,0.2,36,733,23,4,85,94,6,25,70,6,2,52
3,2864,2801,0.8,0.2,37,451,93,29,46,18,3,6,62,29,50,31
3,2864,2801,0.8,0.2,38,335,52,35,54,83,93,87,45,89,48,66
3,2864,2801,0.8,0.2,39,663,1,37,23,36,88,60,59,4,34,17
3,2864,2801,0.8,0.2,40,527,77,53,23,73,40,33,68,70,75,68
3,2864,2801,0.8,0.2,41,348,54,10,96,67,85,67,22,10,45,99
3,2864,2801,0.8,0.2,42,557,45,90,79,74,92,81,81,79,2,78
3,2864,2801,0.8,0.2,43,299,56,95,70,75,15,93,44,64,39,87
3,2864,2801,0.8,0.2,44,790,54,85,33,93,51,98,80,92,4,45
3,2864,2801,0.8,0.2,45,425,57,2,50,16,55,9,88,42,46,78
3,2864,2801,0.8,0.2,46,651,23,36,18,74,19,94,25,79,11,51
3,2864,2801,0.8,0.2,47,455,18,85,65,70,58,49,93,56,66,87
3,2864,2801,0.8,0.2,48,571,88,5,87,16,84,27,61,94,59,4
3,2864,2801,0.8,0.2,49,586,38,3,18,81,4,62,1,26,28,45
3,2864,2801,0.8,0.2,50,384,72,45,15,93,23,90,97,93,74,9
3,2864,2801,0.8,0.6,1,525,66,55,65,57,58,38,5,26,66,93
3,2864,2801,0.8,0.6,2,1332,46,63,35,72,66,23,13,40,41,95
3,2864,2801,0.8,0.6,3,1025,25,71,49,48,5,13,36,84,74,48
3,2864,2801,0.8,0.6,4,839,30,21,2,6,69,1,54,84,62,71
3,2864,2801,0.8,0.6,5,219,17,74,95,10,38,10,76,74,70,30
3,2864,2801,0.8,0.6,6,219,40,65,14,98,93,76,40,39,30,22
3,2864,2801,0.8,0.6,7,82,17,52,67,55,59,49,67,65,66,3
3,2864,2801,0.8,0.6,8,1213,20,91,8,71,56,2,31,15,11,22
3,2864,2801,0.8,0.6,9,842,73,12,62,19,26,81,35,71,51,82
3,2864,2801,0.8,0.6,10,992,5,22,25,28,96,43,48,92,43,35
3,2864,2801,0.8,0.6,11,30,60,12,2,31,60,51,85,44,32,56
3,2864,2801,0.8,0.6,12,1358,3,26,40,79,18,71,41,27,23,14
3,2864,2801,0.8,0.6,13,1166,91,97,68,69,74,29,82,93,20,88
3,2864,2801,0.8,0.6,14,298,34,30,75,11,93,44,95,2,1,41
3,2864,2801,0.8,0.6,15,255,81,30,72,4,12,26,15,55,54,4
3,2864,2801,0.8,0.6,16,258,58,12,5,12,56,27,24,44,55,52
3,2864,2801,0.8,0.6,17,427,48,94,5,71,36,27,77,55,65,17
3,2864,2801,0.8,0.6,18,735,71,46,10,62,71,56,6,23,22,95
3,2864,2801,0.8,0.6,19,606,57,20,33,2,38,21,79,25,99,15
3,2864,2801,0.8,0.6,20,409,5,73,56,95,96,76,36,1,97,85
3,2864,2801,0.8,0.6,21,857,8,58,89,35,84,88,18,51,21,12
3,2864,2801,0.8,0.6,22,196,19,10,54,82,84,9,21,12,63,11
3,2864,2801,0.8,0.6,23,410,78,77,31,57,65,33,34,47,45,24
3,2864,2801,0.8,0.6,24,514,2,27,1,7,17,6,42,98,70,71
3,2864,2801,0.8,0.6,25,639,1,33,61,24,78,40,74,41,41,46
3,2864,2801,0.8,0.6,26,1100,78,53,25,62,45,64,46,18,6,59
3,2864,2801,0.8,0.6,27,280,8,23,11,70,83,5,1,44,70,16
3,2864,2801,0.8,0.6,28,721,14,2,7,89,53,5,88,72,33,33
3,2864,2801,0.8,0.6,29,830,46,65,88,87,60,7,29,88,97,53
3,2864,2801,0.8,0.6,30,66,98,35,65,21,60,5,95,60,32,22
3,2864,2801,0.8,0.6,31,851,50,7,74,54,9,76,67,29,28,49
3,2864,2801,0.8,0.6,32,240,88,54,16,16,7,63,41,99,54,44
3,2864,2801,0.8,0.6,33,92,28,43,87,72,51,35,98,2,63,76
3,2864,2801,0.8,0.6,34,1329,66,87,57,31,85,94,31,17,16,88
3,2864,2801,0.8,0.6,35,1352,43,56,89,24,66,65,25,79,12,45
3,2864,2801,0.8,0.6,36,1132,23,4,85,94,6,25,70,6,2,52
3,2864,2801,0.8,0.6,37,427,93,29,46,18,3,6,62,29,50,31
3,2864,2801,0.8,0.6,38,138,52,35,54,83,93,87,45,89,48,66
3,2864,2801,0.8,0.6,39,959,1,37,23,36,88,60,59,4,34,17
3,2864,2801,0.8,0.6,40,617,77,53,23,73,40,33,68,70,75,68
3,2864,2801,0.8,0.6,41,172,54,10,96,67,85,67,22,10,45,99
3,2864,2801,0.8,0.6,42,694,45,90,79,74,92,81,81,79,2,78
3,2864,2801,0.8,0.6,43,49,56,95,70,75,15,93,44,64,39,87
3,2864,2801,0.8,0.6,44,1274,54,85,33,93,51,98,80,92,4,45
3,2864,2801,0.8,0.6,45,363,57,2,50,16,55,9,88,42,46,78
3,2864,2801,0.8,0.6,46,928,23,36,18,74,19,94,25,79,11,51
3,2864,2801,0.8,0.6,47,437,18,85,65,70,58,49,93,56,66,87
3,2864,2801,0.8,0.6,48,729,88,5,87,16,84,27,61,94,59,4
3,2864,2801,0.8,0.6,49,766,38,3,18,81,4,62,1,26,28,45
3,2864,2801,0.8,0.6,50,260,72,45,15,93,23,90,97,93,74,9
3,2864,2801,0.8,1.0,1,735,66,55,65,57,58,38,5,26,66,93
3,2864,2801,0.8,1.0,2,1864,46,63,35,72,66,23,13,40,41,95
3,2864,2801,0.8,1.0,3,1435,25,71,49,48,5,13,36,84,74,48
3,2864,2801,0.8,1.0,4,1174,30,21,2,6,69,1,54,84,62,71
3,2864,2801,0.8,1.0,5,307,17,74,95,10,38,10,76,74,70,30
3,2864,2801,0.8,1.0,6,307,40,65,14,98,93,76,40,39,30,22
3,2864,2801,0.8,1.0,7,115,17,52,67,55,59,49,67,65,66,3
3,2864,2801,0.8,1.0,8,1698,20,91,8,71,56,2,31,15,11,22
3,2864,2801,0.8,1.0,9,1179,73,12,62,19,26,81,35,71,51,82
3,2864,2801,0.8,1.0,10,1389,5,22,25,28,96,43,48,92,43,35
3,2864,2801,0.8,1.0,11,41,60,12,2,31,60,51,85,44,32,56
3,2864,2801,0.8,1.0,12,1902,3,26,40,79,18,71,41,27,23,14
3,2864,2801,0.8,1.0,13,1632,91,97,68,69,74,29,82,93,20,88
3,2864,2801,0.8,1.0,14,417,34,30,75,11,93,44,95,2,1,41
3,2864,2801,0.8,1.0,15,357,81,30,72,4,12,26,15,55,54,4
3,2864,2801,0.8,1.0,16,360,58,12,5,12,56,27,24,44,55,52
3,2864,2801,0.8,1.0,17,597,48,94,5,71,36,27,77,55,65,17
3,2864,2801,0.8,1.0,18,1029,71,46,10,62,71,56,6,23,22,95
3,2864,2801,0.8,1.0,19,847,57,20,33,2,38,21,79,25,99,15
3,2864,2801,0.8,1.0,20,572,5,73,56,95,96,76,36,1,97,85
3,2864,2801,0.8,1.0,21,1200,8,58,89,35,84,88,18,51,21,12
3,2864,2801,0.8,1.0,22,274,19,10,54,82,84,9,21,12,63,11
3,2864,2801,0.8,1.0,23,574,78,77,31,57,65,33,34,47,45,24
3,2864,2801,0.8,1.0,24,719,2,27,1,7,17,6,42,98,70,71
3,2864,2801,0.8,1.0,25,895,1,33,61,24,78,40,74,41,41,46
3,2864,2801,0.8,1.0,26,1540,78,53,25,62,45,64,46,18,6,59
3,2864,2801,0.8,1.0,27,392,8,23,11,70,83,5,1,44,70,16
3,2864,2801,0.8,1.0,28,1009,14,2,7,89,53,5,88,72,33,33
3,2864,2801,0.8,1.0,29,1162,46,65,88,87,60,7,29,88,97,53
3,2864,2801,0.8,1.0,30,92,98,35,65,21,60,5,95,60,32,22
3,2864,2801,0.8,1.0,31,1192,50,7,74,54,9,76,67,29,28,49
3,2864,2801,0.8,1.0,32,335,88,54,16,16,7,63,41,99,54,44
3,2864,2801,0.8,1.0,33,128,28,43,87,72,51,35,98,2,63,76
3,2864,2801,0.8,1.0,34,1861,66,87,57,31,85,94,31,17,16,88
3,2864,2801,0.8,1.0,35,1893,43,56,89,24,66,65,25,79,12,45
3,2864,2801,0.8,1.0,36,1585,23,4,85,94,6,25,70,6,2,52
3,2864,2801,0.8,1.0,37,598,93,29,46,18,3,6,62,29,50,31
3,2864,2801,0.8,1.0,38,192,52,35,54,83,93,87,45,89,48,66
3,2864,2801,0.8,1.0,39,1342,1,37,23,36,88,60,59,4,34,17
3,2864,2801,0.8,1.0,40,864,77,53,23,73,40,33,68,70,75,68
3,2864,2801,0.8,1.0,41,240,54,10,96,67,85,67,22,10,45,99
3,2864,2801,0.8,1.0,42,971,45,90,79,74,92,81,81,79,2,78
3,2864,2801,0.8,1.0,43,68,56,95,70,75,15,93,44,64,39,87
3,2864,2801,0.8,1.0,44,1783,54,85,33,93,51,98,80,92,4,45
3,2864,2801,0.8,1.0,45,508,57,2,50,16,55,9,88,42,46,78
3,2864,2801,0.8,1.0,46,1299,23,36,18,74,19,94,25,79,11,51
3,2864,2801,0.8,1.0,47,612,18,85,65,70,58,49,93,56,66,87
3,2864,2801,0.8,1.0,48,1020,88,5,87,16,84,27,61,94,59,4
3,2864,2801,0.8,1.0,49,1072,38,3,18,81,4,62,1,26,28,45
3,2864,2801,0.8,1.0,50,363,72,45,15,93,23,90,97,93,74,9
4,3064,2968,0.2,0.2,1,2300,49,76,60,40,32,17,33,98,90,75
4,3064,2968,0.2,0.2,2,2642,10,91,39,56,5,43,98,90,93,68
4,3064,2968,0.2,0.2,3,2512,30,51,94,89,49,13,67,4,35,39
4,3064,2968,0.2,0.2,4,2433,85,55,82,53,51,20,81,39,65,71
4,3064,2968,0.2,0.2,5,2170,7,32,28,26,33,41,43,79,66,31
4,3064,2968,0.2,0.2,6,2170,23,26,52,38,97,94,72,76,10,43
4,3064,2968,0.2,0.2,7,2112,56,37,87,15,74,18,32,53,48,5
4,3064,2968,0.2,0.2,8,2592,93,21,19,3,48,28,66,77,81,32
4,3064,2968,0.2,0.2,9,2434,5,58,58,75,9,8,97,10,27,6
4,3064,2968,0.2,0.2,10,2498,34,26,52,4,65,71,36,2,49,56
4,3064,2968,0.2,0.2,11,2090,72,19,63,48,38,82,36,97,61,56
4,3064,2968,0.2,0.2,12,2653,78,65,28,86,71,42,67,31,73,72
4,3064,2968,0.2,0.2,13,2572,25,52,44,28,38,90,1,62,60,23
4,3064,2968,0.2,0.2,14,2204,31,36,80,51,76,76,47,28,88,95
4,3064,2968,0.2,0.2,15,2186,73,89,88,62,43,62,87,74,42,50
4,3064,2968,0.2,0.2,16,2186,69,95,21,46,8,95,12,60,62,53
4,3064,2968,0.2,0.2,17,2258,18,51,36,43,66,74,91,53,28,27
4,3064,2968,0.2,0.2,18,2389,15,56,64,1,62,80,21,74,55,8
4,3064,2968,0.2,0.2,19,2334,39,21,75,52,18,33,6,88,58,18
4,3064,2968,0.2,0.2,20,2250,2,35,6,19,13,91,6,11,55,81
4,3064,2968,0.2,0.2,21,2441,55,90,41,85,16,35,1,88,90,57
4,3064,2968,0.2,0.2,22,2160,33,26,4,37,64,80,38,92,61,54
4,3064,2968,0.2,0.2,23,2251,24,83,5,73,18,79,69,7,73,99
4,3064,2968,0.2,0.2,24,2295,19,37,77,25,87,68,77,80,3,20
4,3064,2968,0.2,0.2,25,2348,19,59,75,35,86,97,3,67,74,10
4,3064,2968,0.2,0.2,26,2544,97,3,91,79,29,98,75,27,94,19
4,3064,2968,0.2,0.2,27,2196,98,44,88,88,9,3,64,21,30,18
4,3064,2968,0.2,0.2,28,2383,49,42,22,29,96,22,53,43,81,53
4,3064,2968,0.2,0.2,29,2429,95,57,8,7,40,52,18,59,9,73
4,3064,2968,0.2,0.2,30,2105,71,45,97,18,78,80,10,30,87,10
4,3064,2968,0.2,0.2,31,2438,2,36,58,26,78,32,97,17,58,74
4,3064,2968,0.2,0.2,32,2179,55,90,72,63,63,75,18,4,42,93
4,3064,2968,0.2,0.2,33,2116,37,71,45,41,13,78,48,7,59,22
4,3064,2968,0.2,0.2,34,2641,73,37,55,20,47,36,70,21,48,75
4,3064,2968,0.2,0.2,35,2651,91,69,12,97,31,46,60,83,29,84
4,3064,2968,0.2,0.2,36,2557,58,27,35,80,97,16,75,44,83,9
4,3064,2968,0.2,0.2,37,2258,33,13,95,15,5,36,94,70,60,27
4,3064,2968,0.2,0.2,38,2136,78,16,95,47,86,93,14,30,83,32
4,3064,2968,0.2,0.2,39,2484,60,32,56,29,51,39,53,39,76,51
4,3064,2968,0.2,0.2,40,2339,53,53,53,46,46,19,90,35,43,83
4,3064,2968,0.2,0.2,41,2150,38,59,48,78,56,95,19,8,90,70
4,3064,2968,0.2,0.2,42,2372,53,8,61,16,69,91,42,6,14,13
4,3064,2968,0.2,0.2,43,2098,90,98,46,67,50,49,86,92,84,1
4,3064,2968,0.2,0.2,44,2617,30,65,29,44,27,35,15,39,10,81
4,3064,2968,0.2,0.2,45,2231,14,50,85,23,60,93,58,55,15,13
4,3064,2968,0.2,0.2,46,2471,53,85,1,47,48,11,7,34,38,98
4,3064,2968,0.2,0.2,47,2263,87,78,75,98,74,93,65,98,90,58
4,3064,2968,0.2,0.2,48,2386,51,38,25,97,91,6,40,47,80,28
4,3064,2968,0.2,0.2,49,2402,25,55,39,49,92,96,51,99,19,3
4,3064,2968,0.2,0.2,50,2187,50,89,92,65,80,19,61,16,15,21
4,3064,2968,0.2,0.6,1,2151,49,76,60,40,32,17,33,98,90,75
4,3064,2968,0.2,0.6,2,3177,10,91,39,56,5,43,98,90,93,68
4,3064,2968,0.2,0.6,3,2788,30,51,94,89,49,13,67,4,35,39
4,3064,2968,0.2,0.6,4,2550,85,55,82,53,51,20,81,39,65,71
4,3064,2968,0.2,0.6,5,1762,7,32,28,26,33,41,43,79,66,31
4,3064,2968,0.2,0.6,6,1762,23,26,52,38,97,94,72,76,10,43
4,3064,2968,0.2,0.6,7,1587,56,37,87,15,74,18,32,53,48,5
4,3064,2968,0.2,0.6,8,3026,93,21,19,3,48,28,66,77,81,32
4,3064,2968,0.2,0.6,9,2554,5,58,58,75,9,8,97,10,27,6
4,3064,2968,0.2,0.6,10,2745,34,26,52,4,65,71,36,2,49,56
4,3064,2968,0.2,0.6,11,1521,72,19,63,48,38,82,36,97,61,56
4,3064,2968,0.2,0.6,12,3211,78,65,28,86,71,42,67,31,73,72
4,3064,2968,0.2,0.6,13,2966,25,52,44,28,38,90,1,62,60,23
4,3064,2968,0.2,0.6,14,1862,31,36,80,51,76,76,47,28,88,95
4,3064,2968,0.2,0.6,15,1808,73,89,88,62,43,62,87,74,42,50
4,3064,2968,0.2,0.6,16,1811,69,95,21,46,8,95,12,60,62,53
4,3064,2968,0.2,0.6,17,2026,18,51,36,43,66,74,91,53,28,27
4,3064,2968,0.2,0.6,18,2418,15,56,64,1,62,80,21,74,55,8
4,3064,2968,0.2,0.6,19,2253,39,21,75,52,18,33,6,88,58,18
4,3064,2968,0.2,0.6,20,2003,2,35,6,19,13,91,6,11,55,81
4,3064,2968,0.2,0.6,21,2574,55,90,41,85,16,35,1,88,90,57
4,3064,2968,0.2,0.6,22,1732,33,26,4,37,64,80,38,92,61,54
4,3064,2968,0.2,0.6,23,2004,24,83,5,73,18,79,69,7,73,99
4,3064,2968,0.2,0.6,24,2136,19,37,77,25,87,68,77,80,3,20
4,3064,2968,0.2,0.6,25,2296,19,59,75,35,86,97,3,67,74,10
4,3064,2968,0.2,0.6,26,2882,97,3,91,79,29,98,75,27,94,19
4,3064,2968,0.2,0.6,27,1840,98,44,88,88,9,3,64,21,30,18
4,3064,2968,0.2,0.6,28,2400,49,42,22,29,96,22,53,43,81,53
4,3064,2968,0.2,0.6,29,2539,95,57,8,7,40,52,18,59,9,73
4,3064,2968,0.2,0.6,30,1567,71,45,97,18,78,80,10,30,87,10
4,3064,2968,0.2,0.6,31,2566,2,36,58,26,78,32,97,17,58,74
4,3064,2968,0.2,0.6,32,1788,55,90,72,63,63,75,18,4,42,93
4,3064,2968,0.2,0.6,33,1600,37,71,45,41,13,78,48,7,59,22
4,3064,2968,0.2,0.6,34,3174,73,37,55,20,47,36,70,21,48,75
4,3064,2968,0.2,0.6,35,3204,91,69,12,97,31,46,60,83,29,84
4,3064,2968,0.2,0.6,36,2924,58,27,35,80,97,16,75,44,83,9
4,3064,2968,0.2,0.6,37,2026,33,13,95,15,5,36,94,70,60,27
4,3064,2968,0.2,0.6,38,1658,78,16,95,47,86,93,14,30,83,32
4,3064,2968,0.2,0.6,39,2702,60,32,56,29,51,39,53,39,76,51
4,3064,2968,0.2,0.6,40,2268,53,53,53,46,46,19,90,35,43,83
4,3064,2968,0.2,0.6,41,1701,38,59,48,78,56,95,19,8,90,70
4,3064,2968,0.2,0.6,42,2366,53,8,61,16,69,91,42,6,14,13
4,3064,2968,0.2,0.6,43,1545,90,98,46,67,50,49,86,92,84,1
4,3064,2968,0.2,0.6,44,3103,30,65,29,44,27,35,15,39,10,81
4,3064,2968,0.2,0.6,45,1945,14,50,85,23,60,93,58,55,15,13
4,3064,2968,0.2,0.6,46,2664,53,85,1,47,48,11,7,34,38,98
4,3064,2968,0.2,0.6,47,2039,87,78,75,98,74,93,65,98,90,58
4,3064,2968,0.2,0.6,48,2410,51,38,25,97,91,6,40,47,80,28
4,3064,2968,0.2,0.6,49,2458,25,55,39,49,92,96,51,99,19,3
4,3064,2968,0.2,0.6,50,1813,50,89,92,65,80,19,61,16,15,21
4,3064,2968,0.2,1.0,1,2002,49,76,60,40,32,17,33,98,90,75
4,3064,2968,0.2,1.0,2,3712,10,91,39,56,5,43,98,90,93,68
4,3064,2968,0.2,1.0,3,3063,30,51,94,89,49,13,67,4,35,39
4,3064,2968,0.2,1.0,4,2667,85,55,82,53,51,20,81,39,65,71
4,3064,2968,0.2,1.0,5,1353,7,32,28,26,33,41,43,79,66,31
4,3064,2968,0.2,1.0,6,1353,23,26,52,38,97,94,72,76,10,43
4,3064,2968,0.2,1.0,7,1063,56,37,87,15,74,18,32,53,48,5
4,3064,2968,0.2,1.0,8,3461,93,21,19,3,48,28,66,77,81,32
4,3064,2968,0.2,1.0,9,2675,5,58,58,75,9,8,97,10,27,6
4,3064,2968,0.2,1.0,10,2992,34,26,52,4,65,71,36,2,49,56
4,3064,2968,0.2,1.0,11,951,72,19,63,48,38,82,36,97,61,56
4,3064,2968,0.2,1.0,12,3769,78,65,28,86,71,42,67,31,73,72
4,3064,2968,0.2,1.0,13,3361,25,52,44,28,38,90,1,62,60,23
4,3064,2968,0.2,1.0,14,1521,31,36,80,51,76,76,47,28,88,95
4,3064,2968,0.2,1.0,15,1430,73,89,88,62,43,62,87,74,42,50
4,3064,2968,0.2,1.0,16,1435,69,95,21,46,8,95,12,60,62,53
4,3064,2968,0.2,1.0,17,1793,18,51,36,43,66,74,91,53,28,27
4,3064,2968,0.2,1.0,18,2448,15,56,64,1,62,80,21,74,55,8
4,3064,2968,0.2,1.0,19,2172,39,21,75,52,18,33,6,88,58,18
4,3064,2968,0.2,1.0,20,1755,2,35,6,19,13,91,6,11,55,81
