instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5
2,1359,1290,0.8,1.0,1,339,26,59,78,88,69
2,1359,1290,0.8,1.0,2,859,38,62,90,54,30
2,1359,1290,0.8,1.0,3,661,27,44,64,47,61
2,1359,1290,0.8,1.0,4,541,88,10,49,83,35
2,1359,1290,0.8,1.0,5,142,95,23,47,84,53
2,1359,1290,0.8,1.0,6,142,55,64,20,9,98
2,1359,1290,0.8,1.0,7,53,54,47,61,30,94
2,1359,1290,0.8,1.0,8,782,63,68,93,11,33
2,1359,1290,0.8,1.0,9,543,23,54,36,92,77
2,1359,1290,0.8,1.0,10,640,45,9,47,63,31
2,1359,1290,0.8,1.0,11,20,86,30,70,62,54
2,1359,1290,0.8,1.0,12,876,43,31,54,75,71
2,1359,1290,0.8,1.0,13,752,43,92,87,48,78
2,1359,1290,0.8,1.0,14,193,40,7,13,23,9
2,1359,1290,0.8,1.0,15,165,37,14,40,85,79
2,1359,1290,0.8,1.0,16,166,54,95,34,23,51
2,1359,1290,0.8,1.0,17,275,35,76,55,4,76
2,1359,1290,0.8,1.0,18,474,59,82,13,31,56
2,1359,1290,0.8,1.0,19,391,43,91,11,13,80
2,1359,1290,0.8,1.0,20,264,50,37,5,98,72
3,1081,1073,0.2,0.2,1,831,77,39,14,11,83
3,1081,1073,0.2,0.2,2,955,94,31,21,2,13
3,1081,1073,0.2,0.2,3,908,9,46,15,36,84
3,1081,1073,0.2,0.2,4,880,57,18,10,30,46
3,1081,1073,0.2,0.2,5,785,29,93,85,89,20
3,1081,1073,0.2,0.2,6,785,79,58,46,10,33
3,1081,1073,0.2,0.2,7,764,55,85,42,88,74
3,1081,1073,0.2,0.2,8,937,73,58,18,22,42
3,1081,1073,0.2,0.2,9,880,65,97,36,31,33
3,1081,1073,0.2,0.2,10,903,86,10,2,9,71
3,1081,1073,0.2,0.2,11,756,25,79,44,43,32
3,1081,1073,0.2,0.2,12,959,39,93,89,91,48
3,1081,1073,0.2,0.2,13,930,76,2,6,26,42
3,1081,1073,0.2,0.2,14,797,24,87,3,3,99
3,1081,1073,0.2,0.2,15,790,38,17,1,75,7
3,1081,1073,0.2,0.2,16,790,5,18,43,99,54
3,1081,1073,0.2,0.2,17,816,91,10,81,63,8
3,1081,1073,0.2,0.2,18,864,29,50,57,83,73
3,1081,1073,0.2,0.2,19,844,22,8,76,70,30
3,1081,1073,0.2,0.2,20,814,27,26,59,84,75
3,1081,1073,0.2,0.6,1,778,77,39,14,11,83
3,1081,1073,0.2,0.6,2,1149,94,31,21,2,13
3,1081,1073,0.2,0.6,3,1008,9,46,15,36,84
3,1081,1073,0.2,0.6,4,922,57,18,10,30,46
3,1081,1073,0.2,0.6,5,637,29,93,85,89,20
3,1081,1073,0.2,0.6,6,637,79,58,46,10,33
3,1081,1073,0.2,0.6,7,574,55,85,42,88,74
3,1081,1073,0.2,0.6,8,1094,73,58,18,22,42
3,1081,1073,0.2,0.6,9,923,65,97,36,31,33
3,1081,1073,0.2,0.6,10,992,86,10,2,9,71
3,1081,1073,0.2,0.6,11,550,25,79,44,43,32
3,1081,1073,0.2,0.6,12,1161,39,93,89,91,48
3,1081,1073,0.2,0.6,13,1072,76,2,6,26,42
3,1081,1073,0.2,0.6,14,673,24,87,3,3,99
3,1081,1073,0.2,0.6,15,654,38,17,1,75,7
3,1081,1073,0.2,0.6,16,655,5,18,43,99,54
3,1081,1073,0.2,0.6,17,732,91,10,81,63,8
3,1081,1073,0.2,0.6,18,874,29,50,57,83,73
3,1081,1073,0.2,0.6,19,815,22,8,76,70,30
3,1081,1073,0.2,0.6,20,724,27,26,59,84,75
3,1081,1073,0.2,1.0,1,724,77,39,14,11,83
3,1081,1073,0.2,1.0,2,1342,94,31,21,2,13
3,1081,1073,0.2,1.0,3,1107,9,46,15,36,84
3,1081,1073,0.2,1.0,4,964,57,18,10,30,46
3,1081,1073,0.2,1.0,5,489,29,93,85,89,20
3,1081,1073,0.2,1.0,6,489,79,58,46,10,33
3,1081,1073,0.2,1.0,7,384,55,85,42,88,74
3,1081,1073,0.2,1.0,8,1251,73,58,18,22,42
3,1081,1073,0.2,1.0,9,967,65,97,36,31,33
3,1081,1073,0.2,1.0,10,1082,86,10,2,9,71
3,1081,1073,0.2,1.0,11,344,25,79,44,43,32
3,1081,1073,0.2,1.0,12,1363,39,93,89,91,48
3,1081,1073,0.2,1.0,13,1215,76,2,6,26,42
3,1081,1073,0.2,1.0,14,550,24,87,3,3,99
3,1081,1073,0.2,1.0,15,517,38,17,1,75,7
3,1081,1073,0.2,1.0,16,519,5,18,43,99,54
3,1081,1073,0.2,1.0,17,648,91,10,81,63,8
3,1081,1073,0.2,1.0,18,885,29,50,57,83,73
3,1081,1073,0.2,1.0,19,785,22,8,76,70,30
3,1081,1073,0.2,1.0,20,634,27,26,59,84,75
3,1081,1073,0.4,0.2,1,617,77,39,14,11,83
3,1081,1073,0.4,0.2,2,741,94,31,21,2,13
3,1081,1073,0.4,0.2,3,694,9,46,15,36,84
3,1081,1073,0.4,0.2,4,665,57,18,10,30,46
3,1081,1073,0.4,0.2,5,570,29,93,85,89,20
3,1081,1073,0.4,0.2,6,570,79,58,46,10,33
3,1081,1073,0.4,0.2,7,549,55,85,42,88,74
3,1081,1073,0.4,0.2,8,722,73,58,18,22,42
3,1081,1073,0.4,0.2,9,665,65,97,36,31,33
3,1081,1073,0.4,0.2,10,688,86,10,2,9,71
3,1081,1073,0.4,0.2,11,541,25,79,44,43,32
3,1081,1073,0.4,0.2,12,745,39,93,89,91,48
3,1081,1073,0.4,0.2,13,715,76,2,6,26,42
3,1081,1073,0.4,0.2,14,582,24,87,3,3,99
3,1081,1073,0.4,0.2,15,576,38,17,1,75,7
3,1081,1073,0.4,0.2,16,576,5,18,43,99,54
3,1081,1073,0.4,0.2,17,602,91,10,81,63,8
3,1081,1073,0.4,0.2,18,649,29,50,57,83,73
3,1081,1073,0.4,0.2,19,629,22,8,76,70,30
3,1081,1073,0.4,0.2,20,599,27,26,59,84,75
3,1081,1073,0.4,0.6,1,563,77,39,14,11,83
3,1081,1073,0.4,0.6,2,934,94,31,21,2,13
3,1081,1073,0.4,0.6,3,793,9,46,15,36,84
3,1081,1073,0.4,0.6,4,707,57,18,10,30,46
3,1081,1073,0.4,0.6,5,422,29,93,85,89,20
3,1081,1073,0.4,0.6,6,422,79,58,46,10,33
3,1081,1073,0.4,0.6,7,359,55,85,42,88,74
3,1081,1073,0.4,0.6,8,880,73,58,18,22,42
3,1081,1073,0.4,0.6,9,709,65,97,36,31,33
3,1081,1073,0.4,0.6,10,778,86,10,2,9,71
3,1081,1073,0.4,0.6,11,335,25,79,44,43,32
3,1081,1073,0.4,0.6,12,946,39,93,89,91,48
3,1081,1073,0.4,0.6,13,858,76,2,6,26,42
3,1081,1073,0.4,0.6,14,459,24,87,3,3,99
3,1081,1073,0.4,0.6,15,439,38,17,1,75,7
3,1081,1073,0.4,0.6,16,440,5,18,43,99,54
3,1081,1073,0.4,0.6,17,518,91,10,81,63,8
3,1081,1073,0.4,0.6,18,660,29,50,57,83,73
3,1081,1073,0.4,0.6,19,600,22,8,76,70,30
3,1081,1073,0.4,0.6,20,509,27,26,59,84,75
3,1081,1073,0.4,1.0,1,509,77,39,14,11,83
3,1081,1073,0.4,1.0,2,1127,94,31,21,2,13
3,1081,1073,0.4,1.0,3,893,9,46,15,36,84
3,1081,1073,0.4,1.0,4,750,57,18,10,30,46
3,1081,1073,0.4,1.0,5,275,29,93,85,89,20
3,1081,1073,0.4,1.0,6,275,79,58,46,10,33
3,1081,1073,0.4,1.0,7,170,55,85,42,88,74
3,1081,1073,0.4,1.0,8,1037,73,58,18,22,42
3,1081,1073,0.4,1.0,9,752,65,97,36,31,33
3,1081,1073,0.4,1.0,10,867,86,10,2,9,71
3,1081,1073,0.4,1.0,11,129,25,79,44,43,32
3,1081,1073,0.4,1.0,12,1148,39,93,89,91,48
3,1081,1073,0.4,1.0,13,1001,76,2,6,26,42
3,1081,1073,0.4,1.0,14,335,24,87,3,3,99
3,1081,1073,0.4,1.0,15,302,38,17,1,75,7
3,1081,1073,0.4,1.0,16,304,5,18,43,99,54
3,1081,1073,0.4,1.0,17,434,91,10,81,63,8
3,1081,1073,0.4,1.0,18,670,29,50,57,83,73
3,1081,1073,0.4,1.0,19,571,22,8,76,70,30
3,1081,1073,0.4,1.0,20,420,27,26,59,84,75
3,1081,1073,0.6,0.2,1,402,77,39,14,11,83
3,1081,1073,0.6,0.2,2,526,94,31,21,2,13
3,1081,1073,0.6,0.2,3,479,9,46,15,36,84
3,1081,1073,0.6,0.2,4,450,57,18,10,30,46
3,1081,1073,0.6,0.2,5,355,29,93,85,89,20
3,1081,1073,0.6,0.2,6,355,79,58,46,10,33
3,1081,1073,0.6,0.2,7,334,55,85,42,88,74
3,1081,1073,0.6,0.2,8,508,73,58,18,22,42
3,1081,1073,0.6,0.2,9,451,65,97,36,31,33
3,1081,1073,0.6,0.2,10,474,86,10,2,9,71
3,1081,1073,0.6,0.2,11,326,25,79,44,43,32
3,1081,1073,0.6,0.2,12,530,39,93,89,91,48
3,1081,1073,0.6,0.2,13,501,76,2,6,26,42
3,1081,1073,0.6,0.2,14,367,24,87,3,3,99
3,1081,1073,0.6,0.2,15,361,38,17,1,75,7
3,1081,1073,0.6,0.2,16,361,5,18,43,99,54
3,1081,1073,0.6,0.2,17,387,91,10,81,63,8
3,1081,1073,0.6,0.2,18,435,29,50,57,83,73
3,1081,1073,0.6,0.2,19,415,22,8,76,70,30
3,1081,1073,0.6,0.2,20,384,27,26,59,84,75
3,1081,1073,0.6,0.6,1,348,77,39,14,11,83
3,1081,1073,0.6,0.6,2,719,94,31,21,2,13
3,1081,1073,0.6,0.6,3,579,9,46,15,36,84
3,1081,1073,0.6,0.6,4,493,57,18,10,30,46
3,1081,1073,0.6,0.6,5,208,29,93,85,89,20
3,1081,1073,0.6,0.6,6,208,79,58,46,10,33
3,1081,1073,0.6,0.6,7,145,55,85,42,88,74
3,1081,1073,0.6,0.6,8,665,73,58,18,22,42
3,1081,1073,0.6,0.6,9,494,65,97,36,31,33
3,1081,1073,0.6,0.6,10,563,86,10,2,9,71
3,1081,1073,0.6,0.6,11,121,25,79,44,43,32
3,1081,1073,0.6,0.6,12,732,39,93,89,91,48
3,1081,1073,0.6,0.6,13,643,76,2,6,26,42
3,1081,1073,0.6,0.6,14,244,24,87,3,3,99
3,1081,1073,0.6,0.6,15,224,38,17,1,75,7
3,1081,1073,0.6,0.6,16,225,5,18,43,99,54
3,1081,1073,0.6,0.6,17,303,91,10,81,63,8
3,1081,1073,0.6,0.6,18,445,29,50,57,83,73
3,1081,1073,0.6,0.6,19,385,22,8,76,70,30
3,1081,1073,0.6,0.6,20,295,27,26,59,84,75
3,1081,1073,0.6,1.0,1,362,77,39,14,11,83
3,1081,1073,0.6,1.0,2,918,94,31,21,2,13
3,1081,1073,0.6,1.0,3,707,9,46,15,36,84
3,1081,1073,0.6,1.0,4,579,57,18,10,30,46
3,1081,1073,0.6,1.0,5,152,29,93,85,89,20
3,1081,1073,0.6,1.0,6,151,79,58,46,10,33
3,1081,1073,0.6,1.0,7,57,55,85,42,88,74
3,1081,1073,0.6,1.0,8,837,73,58,18,22,42
3,1081,1073,0.6,1.0,9,581,65,97,36,31,33
3,1081,1073,0.6,1.0,10,684,86,10,2,9,71
3,1081,1073,0.6,1.0,11,21,25,79,44,43,32
3,1081,1073,0.6,1.0,12,937,39,93,89,91,48
3,1081,1073,0.6,1.0,13,804,76,2,6,26,42
3,1081,1073,0.6,1.0,14,206,24,87,3,3,99
3,1081,1073,0.6,1.0,15,176,38,17,1,75,7
3,1081,1073,0.6,1.0,16,178,5,18,43,99,54
3,1081,1073,0.6,1.0,17,295,91,10,81,63,8
3,1081,1073,0.6,1.0,18,507,29,50,57,83,73
3,1081,1073,0.6,1.0,19,418,22,8,76,70,30
3,1081,1073,0.6,1.0,20,282,27,26,59,84,75
3,1081,1073,0.8,0.2,1,188,77,39,14,11,83
3,1081,1073,0.8,0.2,2,311,94,31,21,2,13
3,1081,1073,0.8,0.2,3,264,9,46,15,36,84
3,1081,1073,0.8,0.2,4,236,57,18,10,30,46
3,1081,1073,0.8,0.2,5,141,29,93,85,89,20
3,1081,1073,0.8,0.2,6,141,79,58,46,10,33
3,1081,1073,0.8,0.2,7,120,55,85,42,88,74
3,1081,1073,0.8,0.2,8,293,73,58,18,22,42
3,1081,1073,0.8,0.2,9,236,65,97,36,31,33
3,1081,1073,0.8,0.2,10,259,86,10,2,9,71
3,1081,1073,0.8,0.2,11,112,25,79,44,43,32
3,1081,1073,0.8,0.2,12,315,39,93,89,91,48
3,1081,1073,0.8,0.2,13,286,76,2,6,26,42
3,1081,1073,0.8,0.2,14,153,24,87,3,3,99
3,1081,1073,0.8,0.2,15,146,38,17,1,75,7
3,1081,1073,0.8,0.2,16,147,5,18,43,99,54
3,1081,1073,0.8,0.2,17,173,91,10,81,63,8
3,1081,1073,0.8,0.2,18,220,29,50,57,83,73
3,1081,1073,0.8,0.2,19,200,22,8,76,70,30
3,1081,1073,0.8,0.2,20,170,27,26,59,84,75
3,1081,1073,0.8,0.6,1,202,77,39,14,11,83
3,1081,1073,0.8,0.6,2,510,94,31,21,2,13
3,1081,1073,0.8,0.6,3,393,9,46,15,36,84
3,1081,1073,0.8,0.6,4,322,57,18,10,30,46
3,1081,1073,0.8,0.6,5,85,29,93,85,89,20
3,1081,1073,0.8,0.6,6,85,79,58,46,10,33
3,1081,1073,0.8,0.6,7,32,55,85,42,88,74
3,1081,1073,0.8,0.6,8,465,73,58,18,22,42
3,1081,1073,0.8,0.6,9,323,65,97,36,31,33
3,1081,1073,0.8,0.6,10,380,86,10,2,9,71
3,1081,1073,0.8,0.6,11,12,25,79,44,43,32
3,1081,1073,0.8,0.6,12,520,39,93,89,91,48
3,1081,1073,0.8,0.6,13,447,76,2,6,26,42
3,1081,1073,0.8,0.6,14,115,24,87,3,3,99
3,1081,1073,0.8,0.6,15,98,38,17,1,75,7
3,1081,1073,0.8,0.6,16,99,5,18,43,99,54
3,1081,1073,0.8,0.6,17,164,91,10,81,63,8
3,1081,1073,0.8,0.6,18,282,29,50,57,83,73
3,1081,1073,0.8,0.6,19,232,22,8,76,70,30
3,1081,1073,0.8,0.6,20,157,27,26,59,84,75
3,1081,1073,0.8,1.0,1,282,77,39,14,11,83
3,1081,1073,0.8,1.0,2,714,94,31,21,2,13
3,1081,1073,0.8,1.0,3,550,9,46,15,36,84
3,1081,1073,0.8,1.0,4,450,57,18,10,30,46
3,1081,1073,0.8,1.0,5,118,29,93,85,89,20
3,1081,1073,0.8,1.0,6,118,79,58,46,10,33
3,1081,1073,0.8,1.0,7,45,55,85,42,88,74
3,1081,1073,0.8,1.0,8,651,73,58,18,22,42
3,1081,1073,0.8,1.0,9,452,65,97,36,31,33
3,1081,1073,0.8,1.0,10,532,86,10,2,9,71
3,1081,1073,0.8,1.0,11,16,25,79,44,43,32
3,1081,1073,0.8,1.0,12,729,39,93,89,91,48
3,1081,1073,0.8,1.0,13,625,76,2,6,26,42
3,1081,1073,0.8,1.0,14,160,24,87,3,3,99
3,1081,1073,0.8,1.0,15,137,38,17,1,75,7
3,1081,1073,0.8,1.0,16,139,5,18,43,99,54
3,1081,1073,0.8,1.0,17,229,91,10,81,63,8
3,1081,1073,0.8,1.0,18,395,29,50,57,83,73
3,1081,1073,0.8,1.0,19,325,22,8,76,70,30
3,1081,1073,0.8,1.0,20,219,27,26,59,84,75
4,1293,1268,0.2,0.2,1,983,53,93,90,65,64
4,1293,1268,0.2,0.2,2,1129,19,79,92,97,38
4,1293,1268,0.2,0.2,3,1073,99,88,35,27,44
4,1293,1268,0.2,0.2,4,1039,62,77,13,25,46
4,1293,1268,0.2,0.2,5,927,88,94,75,61,66
4,1293,1268,0.2,0.2,6,927,93,39,55,24,31
4,1293,1268,0.2,0.2,7,902,34,74,80,97,48
4,1293,1268,0.2,0.2,8,1107,72,46,67,61,27
4,1293,1268,0.2,0.2,9,1040,42,17,3,75,82
4,1293,1268,0.2,0.2,10,1067,65,30,93,92,51
4,1293,1268,0.2,0.2,11,893,39,62,54,73,90
4,1293,1268,0.2,0.2,12,1134,79,77,67,21,63
4,1293,1268,0.2,0.2,13,1099,9,43,25,29,85
4,1293,1268,0.2,0.2,14,941,26,98,77,3,36
4,1293,1268,0.2,0.2,15,934,72,48,38,96,69
4,1293,1268,0.2,0.2,16,934,29,14,98,51,67
4,1293,1268,0.2,0.2,17,965,36,45,96,26,81
4,1293,1268,0.2,0.2,18,1021,48,25,20,44,18
4,1293,1268,0.2,0.2,19,997,57,98,15,56,81
4,1293,1268,0.2,0.2,20,961,95,30,36,31,72
4,1293,1268,0.2,0.6,1,919,53,93,90,65,64
4,1293,1268,0.2,0.6,2,1357,19,79,92,97,38
4,1293,1268,0.2,0.6,3,1191,99,88,35,27,44
4,1293,1268,0.2,0.6,4,1089,62,77,13,25,46
4,1293,1268,0.2,0.6,5,753,88,94,75,61,66
4,1293,1268,0.2,0.6,6,753,93,39,55,24,31
4,1293,1268,0.2,0.6,7,678,34,74,80,97,48
4,1293,1268,0.2,0.6,8,1293,72,46,67,61,27
4,1293,1268,0.2,0.6,9,1091,42,17,3,75,82
4,1293,1268,0.2,0.6,10,1173,65,30,93,92,51
4,1293,1268,0.2,0.6,11,650,39,62,54,73,90
4,1293,1268,0.2,0.6,12,1372,79,77,67,21,63
4,1293,1268,0.2,0.6,13,1267,9,43,25,29,85
4,1293,1268,0.2,0.6,14,796,26,98,77,3,36
4,1293,1268,0.2,0.6,15,772,72,48,38,96,69
4,1293,1268,0.2,0.6,16,774,29,14,98,51,67
4,1293,1268,0.2,0.6,17,865,36,45,96,26,81
4,1293,1268,0.2,0.6,18,1033,48,25,20,44,18
4,1293,1268,0.2,0.6,19,963,57,98,15,56,81
4,1293,1268,0.2,0.6,20,856,95,30,36,31,72
4,1293,1268,0.2,1.0,1,855,53,93,90,65,64
4,1293,1268,0.2,1.0,2,1586,19,79,92,97,38
4,1293,1268,0.2,1.0,3,1309,99,88,35,27,44
4,1293,1268,0.2,1.0,4,1139,62,77,13,25,46
4,1293,1268,0.2,1.0,5,578,88,94,75,61,66
4,1293,1268,0.2,1.0,6,578,93,39,55,24,31
4,1293,1268,0.2,1.0,7,454,34,74,80,97,48
4,1293,1268,0.2,1.0,8,1479,72,46,67,61,27
4,1293,1268,0.2,1.0,9,1143,42,17,3,75,82
4,1293,1268,0.2,1.0,10,1278,65,30,93,92,51
4,1293,1268,0.2,1.0,11,407,39,62,54,73,90
4,1293,1268,0.2,1.0,12,1610,79,77,67,21,63
4,1293,1268,0.2,1.0,13,1436,9,43,25,29,85
4,1293,1268,0.2,1.0,14,650,26,98,77,3,36
4,1293,1268,0.2,1.0,15,611,72,48,38,96,69
4,1293,1268,0.2,1.0,16,613,29,14,98,51,67
4,1293,1268,0.2,1.0,17,766,36,45,96,26,81
4,1293,1268,0.2,1.0,18,1046,48,25,20,44,18
4,1293,1268,0.2,1.0,19,928,57,98,15,56,81
4,1293,1268,0.2,1.0,20,750,95,30,36,31,72
4,1293,1268,0.4,0.2,1,729,53,93,90,65,64
4,1293,1268,0.4,0.2,2,875,19,79,92,97,38
4,1293,1268,0.4,0.2,3,820,99,88,35,27,44
4,1293,1268,0.4,0.2,4,786,62,77,13,25,46
4,1293,1268,0.4,0.2,5,674,88,94,75,61,66
4,1293,1268,0.4,0.2,6,674,93,39,55,24,31
4,1293,1268,0.4,0.2,7,649,34,74,80,97,48
4,1293,1268,0.4,0.2,8,854,72,46,67,61,27
4,1293,1268,0.4,0.2,9,786,42,17,3,75,82
4,1293,1268,0.4,0.2,10,814,65,30,93,92,51
4,1293,1268,0.4,0.2,11,639,39,62,54,73,90
4,1293,1268,0.4,0.2,12,880,79,77,67,21,63
4,1293,1268,0.4,0.2,13,845,9,43,25,29,85
4,1293,1268,0.4,0.2,14,688,26,98,77,3,36
4,1293,1268,0.4,0.2,15,680,72,48,38,96,69
4,1293,1268,0.4,0.2,16,681,29,14,98,51,67
4,1293,1268,0.4,0.2,17,711,36,45,96,26,81
4,1293,1268,0.4,0.2,18,767,48,25,20,44,18
4,1293,1268,0.4,0.2,19,744,57,98,15,56,81
4,1293,1268,0.4,0.2,20,708,95,30,36,31,72
4,1293,1268,0.4,0.6,1,665,53,93,90,65,64
4,1293,1268,0.4,0.6,2,1104,19,79,92,97,38
4,1293,1268,0.4,0.6,3,937,99,88,35,27,44
4,1293,1268,0.4,0.6,4,836,62,77,13,25,46
4,1293,1268,0.4,0.6,5,499,88,94,75,61,66
4,1293,1268,0.4,0.6,6,499,93,39,55,24,31
4,1293,1268,0.4,0.6,7,425,34,74,80,97,48
4,1293,1268,0.4,0.6,8,1039,72,46,67,61,27
4,1293,1268,0.4,0.6,9,838,42,17,3,75,82
4,1293,1268,0.4,0.6,10,919,65,30,93,92,51
4,1293,1268,0.4,0.6,11,396,39,62,54,73,90
4,1293,1268,0.4,0.6,12,1118,79,77,67,21,63
4,1293,1268,0.4,0.6,13,1014,9,43,25,29,85
4,1293,1268,0.4,0.6,14,542,26,98,77,3,36
4,1293,1268,0.4,0.6,15,519,72,48,38,96,69
4,1293,1268,0.4,0.6,16,520,29,14,98,51,67
4,1293,1268,0.4,0.6,17,612,36,45,96,26,81
4,1293,1268,0.4,0.6,18,780,48,25,20,44,18
4,1293,1268,0.4,0.6,19,709,57,98,15,56,81
4,1293,1268,0.4,0.6,20,602,95,30,36,31,72
4,1293,1268,0.4,1.0,1,602,53,93,90,65,64
4,1293,1268,0.4,1.0,2,1332,19,79,92,97,38
4,1293,1268,0.4,1.0,3,1055,99,88,35,27,44
4,1293,1268,0.4,1.0,4,886,62,77,13,25,46
4,1293,1268,0.4,1.0,5,325,88,94,75,61,66
4,1293,1268,0.4,1.0,6,325,93,39,55,24,31
4,1293,1268,0.4,1.0,7,200,34,74,80,97,48
4,1293,1268,0.4,1.0,8,1225,72,46,67,61,27
4,1293,1268,0.4,1.0,9,889,42,17,3,75,82
4,1293,1268,0.4,1.0,10,1025,65,30,93,92,51
4,1293,1268,0.4,1.0,11,153,39,62,54,73,90
4,1293,1268,0.4,1.0,12,1357,79,77,67,21,63
4,1293,1268,0.4,1.0,13,1182,9,43,25,29,85
4,1293,1268,0.4,1.0,14,396,26,98,77,3,36
4,1293,1268,0.4,1.0,15,357,72,48,38,96,69
4,1293,1268,0.4,1.0,16,359,29,14,98,51,67
4,1293,1268,0.4,1.0,17,513,36,45,96,26,81
4,1293,1268,0.4,1.0,18,792,48,25,20,44,18
4,1293,1268,0.4,1.0,19,675,57,98,15,56,81
4,1293,1268,0.4,1.0,20,496,95,30,36,31,72
4,1293,1268,0.6,0.2,1,475,53,93,90,65,64
4,1293,1268,0.6,0.2,2,622,19,79,92,97,38
4,1293,1268,0.6,0.2,3,566,99,88,35,27,44
4,1293,1268,0.6,0.2,4,532,62,77,13,25,46
4,1293,1268,0.6,0.2,5,420,88,94,75,61,66
4,1293,1268,0.6,0.2,6,420,93,39,55,24,31
4,1293,1268,0.6,0.2,7,395,34,74,80,97,48
4,1293,1268,0.6,0.2,8,600,72,46,67,61,27
4,1293,1268,0.6,0.2,9,533,42,17,3,75,82
4,1293,1268,0.6,0.2,10,560,65,30,93,92,51
4,1293,1268,0.6,0.2,11,386,39,62,54,73,90
4,1293,1268,0.6,0.2,12,626,79,77,67,21,63
4,1293,1268,0.6,0.2,13,592,9,43,25,29,85
4,1293,1268,0.6,0.2,14,434,26,98,77,3,36
4,1293,1268,0.6,0.2,15,427,72,48,38,96,69
4,1293,1268,0.6,0.2,16,427,29,14,98,51,67
4,1293,1268,0.6,0.2,17,458,36,45,96,26,81
4,1293,1268,0.6,0.2,18,513,48,25,20,44,18
4,1293,1268,0.6,0.2,19,490,57,98,15,56,81
4,1293,1268,0.6,0.2,20,454,95,30,36,31,72
4,1293,1268,0.6,0.6,1,412,53,93,90,65,64
4,1293,1268,0.6,0.6,2,850,19,79,92,97,38
4,1293,1268,0.6,0.6,3,684,99,88,35,27,44
4,1293,1268,0.6,0.6,4,582,62,77,13,25,46
4,1293,1268,0.6,0.6,5,245,88,94,75,61,66
4,1293,1268,0.6,0.6,6,245,93,39,55,24,31
4,1293,1268,0.6,0.6,7,171,34,74,80,97,48
4,1293,1268,0.6,0.6,8,786,72,46,67,61,27
4,1293,1268,0.6,0.6,9,584,42,17,3,75,82
4,1293,1268,0.6,0.6,10,666,65,30,93,92,51
4,1293,1268,0.6,0.6,11,142,39,62,54,73,90
4,1293,1268,0.6,0.6,12,865,79,77,67,21,63
4,1293,1268,0.6,0.6,13,760,9,43,25,29,85
4,1293,1268,0.6,0.6,14,288,26,98,77,3,36
4,1293,1268,0.6,0.6,15,265,72,48,38,96,69
4,1293,1268,0.6,0.6,16,266,29,14,98,51,67
4,1293,1268,0.6,0.6,17,358,36,45,96,26,81
4,1293,1268,0.6,0.6,18,526,48,25,20,44,18
4,1293,1268,0.6,0.6,19,455,57,98,15,56,81
4,1293,1268,0.6,0.6,20,348,95,30,36,31,72
4,1293,1268,0.6,1.0,1,428,53,93,90,65,64
4,1293,1268,0.6,1.0,2,1085,19,79,92,97,38
4,1293,1268,0.6,1.0,3,836,99,88,35,27,44
4,1293,1268,0.6,1.0,4,684,62,77,13,25,46
4,1293,1268,0.6,1.0,5,179,88,94,75,61,66
4,1293,1268,0.6,1.0,6,179,93,39,55,24,31
4,1293,1268,0.6,1.0,7,67,34,74,80,97,48
4,1293,1268,0.6,1.0,8,989,72,46,67,61,27
4,1293,1268,0.6,1.0,9,686,42,17,3,75,82
4,1293,1268,0.6,1.0,10,808,65,30,93,92,51
4,1293,1268,0.6,1.0,11,24,39,62,54,73,90
4,1293,1268,0.6,1.0,12,1107,79,77,67,21,63
4,1293,1268,0.6,1.0,13,950,9,43,25,29,85
4,1293,1268,0.6,1.0,14,243,26,98,77,3,36
4,1293,1268,0.6,1.0,15,208,72,48,38,96,69
4,1293,1268,0.6,1.0,16,210,29,14,98,51,67
4,1293,1268,0.6,1.0,17,348,36,45,96,26,81
4,1293,1268,0.6,1.0,18,599,48,25,20,44,18
4,1293,1268,0.6,1.0,19,494,57,98,15,56,81
4,1293,1268,0.6,1.0,20,333,95,30,36,31,72
4,1293,1268,0.8,0.2,1,222,53,93,90,65,64
4,1293,1268,0.8,0.2,2,368,19,79,92,97,38
4,1293,1268,0.8,0.2,3,312,99,88,35,27,44
4,1293,1268,0.8,0.2,4,279,62,77,13,25,46
4,1293,1268,0.8,0.2,5,166,88,94,75,61,66
4,1293,1268,0.8,0.2,6,166,93,39,55,24,31
4,1293,1268,0.8,0.2,7,142,34,74,80,97,48
4,1293,1268,0.8,0.2,8,346,72,46,67,61,27
4,1293,1268,0.8,0.2,9,279,42,17,3,75,82
4,1293,1268,0.8,0.2,10,306,65,30,93,92,51
4,1293,1268,0.8,0.2,11,132,39,62,54,73,90
4,1293,1268,0.8,0.2,12,373,79,77,67,21,63
4,1293,1268,0.8,0.2,13,338,9,43,25,29,85
4,1293,1268,0.8,0.2,14,181,26,98,77,3,36
4,1293,1268,0.8,0.2,15,173,72,48,38,96,69
4,1293,1268,0.8,0.2,16,173,29,14,98,51,67
4,1293,1268,0.8,0.2,17,204,36,45,96,26,81
4,1293,1268,0.8,0.2,18,260,48,25,20,44,18
4,1293,1268,0.8,0.2,19,236,57,98,15,56,81
4,1293,1268,0.8,0.2,20,201,95,30,36,31,72
4,1293,1268,0.8,0.6,1,238,53,93,90,65,64
4,1293,1268,0.8,0.6,2,603,19,79,92,97,38
4,1293,1268,0.8,0.6,3,464,99,88,35,27,44
